crop,temperature,humidity,market_price,disease_risk,water_need
Sugarcane,32.8,42.5,3247.06,0,0
Ragi,27.3,59.5,3182.81,0,0
Sugarcane,35.0,73.2,3318.47,1,1
Sugarcane,25.4,67.8,2123.31,0,0
Paddy,27.6,87.1,2221.35,0,0
Paddy,24.1,66.0,2463.68,0,0
Paddy,29.7,84.6,1966.2,0,0
Ragi,22.0,39.4,3522.78,0,0
Ragi,29.8,68.0,3280.85,1,0
Ragi,34.8,40.8,3029.06,0,1
Paddy,25.3,72.7,2130.75,0,0
Paddy,33.8,68.4,2128.75,0,1
Sugarcane,30.0,59.3,2294.15,0,0
Ragi,26.7,49.0,3268.13,0,0
Sugarcane,25.1,40.3,2328.6,0,0
Ragi,32.7,41.4,3101.71,0,0
Sugarcane,33.6,60.5,2440.23,0,1
Paddy,25.6,88.6,1999.19,0,0
Sugarcane,26.7,53.8,2761.12,0,0
Sugarcane,25.4,67.0,2067.28,0,0
Ragi,22.0,41.0,3012.95,0,0
Ragi,26.2,66.3,3428.24,1,0
Sugarcane,29.6,73.0,3432.59,0,0
Paddy,31.4,90.2,1801.47,2,0
Paddy,25.3,62.1,2222.66,0,0
Paddy,25.3,83.3,2360.25,0,0
Paddy,23.2,80.9,2184.71,0,0
Sugarcane,26.1,43.2,2532.16,0,0
Ragi,26.2,55.8,3340.39,0,0
Ragi,28.9,30.4,3326.92,0,0
Paddy,23.5,65.4,1920.29,0,0
Paddy,23.6,91.6,1846.51,0,0
Paddy,23.8,60.4,2095.42,0,0
Ragi,26.7,33.4,3019.18,0,0
Sugarcane,26.8,62.3,2514.75,0,0
Ragi,32.3,32.7,3003.61,0,0
Ragi,26.4,56.9,2858.0,0,0
Sugarcane,37.9,63.6,2339.42,0,1
Ragi,26.8,53.2,3487.16,0,0
Ragi,24.8,53.3,2982.52,0,0
Sugarcane,25.4,55.7,2788.72,0,0
Paddy,24.2,75.1,1899.82,0,0
Sugarcane,30.2,46.2,2038.17,0,0
Paddy,30.3,71.9,1850.2,0,0
Paddy,29.7,63.5,2393.0,0,0
Paddy,32.9,80.3,2191.78,0,0
Ragi,30.3,35.6,3131.27,0,0
Ragi,28.0,35.4,2629.09,0,0
Paddy,22.4,73.6,1912.02,0,0
Paddy,26.1,65.1,2141.5,0,0
Paddy,33.7,64.1,2469.14,0,1
Sugarcane,32.1,57.8,3492.29,0,0
Sugarcane,39.8,51.5,3441.7,0,1
Sugarcane,30.8,53.6,2812.11,0,0
Sugarcane,32.2,61.3,2252.51,0,0
Sugarcane,37.5,57.6,2453.5,0,1
Sugarcane,27.9,42.3,2513.67,0,0
Sugarcane,39.5,62.3,2520.92,0,1
Ragi,22.1,47.8,3314.1,0,0
Ragi,23.1,61.3,3454.95,0,0
Paddy,30.1,79.9,2234.46,0,0
Sugarcane,36.0,45.9,3278.84,0,1
Sugarcane,33.1,49.1,3446.04,0,1
Sugarcane,34.0,54.1,2687.7,0,1
Paddy,23.7,87.7,1887.37,0,0
Sugarcane,35.2,58.7,2051.69,0,1
Paddy,23.9,76.2,2486.69,0,0
Paddy,29.7,73.1,2000.05,0,0
Sugarcane,33.4,57.6,2908.63,0,1
Sugarcane,30.4,69.0,3341.68,0,0
Ragi,26.1,63.1,3493.89,0,0
Ragi,34.3,38.0,2642.04,0,1
Sugarcane,31.6,73.9,3339.64,0,0
Ragi,24.7,40.2,2540.03,0,0
Ragi,29.4,67.1,2524.85,1,0
Paddy,30.9,85.3,2284.77,2,0
Paddy,30.2,82.6,2373.86,0,0
Sugarcane,29.2,48.4,3436.17,0,0
Ragi,34.9,38.0,3793.04,0,1
Ragi,20.0,31.8,2944.32,0,0
Sugarcane,36.1,45.7,3130.14,0,1
Sugarcane,37.3,72.4,3326.64,1,1
Ragi,29.2,33.5,3133.92,0,0
Paddy,25.6,84.1,1817.15,0,0
Ragi,25.2,34.4,3550.71,0,0
Sugarcane,35.5,40.2,2151.41,0,1
Paddy,25.9,62.7,2150.44,0,0
Paddy,25.1,76.7,1901.64,0,0
Paddy,27.2,70.3,1962.67,0,0
Ragi,26.0,41.7,2698.03,0,0
Ragi,33.6,42.9,3119.37,0,1
Sugarcane,33.2,48.8,2050.5,0,1
Ragi,25.4,55.9,2659.8,0,0
Sugarcane,35.8,74.7,2680.92,1,1
Paddy,22.9,83.9,1969.35,0,0
Paddy,32.7,88.1,2186.75,2,0
Ragi,21.8,66.7,3436.85,1,0
Ragi,22.4,65.3,3570.91,1,0
Ragi,20.8,59.9,2912.86,0,0
Ragi,22.8,61.3,3429.55,0,0
Paddy,31.2,62.2,2387.54,0,0
Sugarcane,30.1,77.6,2124.07,0,0
Ragi,32.4,35.2,3234.48,0,0
Paddy,26.1,87.6,2424.31,0,0
Sugarcane,31.3,55.1,3404.48,0,0
Ragi,21.3,57.5,3141.96,0,0
Sugarcane,39.0,73.8,3013.77,1,1
Ragi,22.5,58.5,3366.3,0,0
Sugarcane,29.2,45.2,3014.16,0,0
Sugarcane,29.5,44.2,3172.74,0,0
Sugarcane,25.7,54.4,3435.2,0,0
Sugarcane,32.1,44.4,2951.64,0,0
Ragi,25.5,32.1,3497.84,0,0
Paddy,29.2,74.6,2303.76,0,0
Sugarcane,34.9,58.9,3320.24,0,1
Sugarcane,36.9,70.2,2053.91,1,1
Sugarcane,27.0,66.1,3107.9,0,0
Paddy,30.4,73.8,2299.24,0,0
Paddy,29.5,63.0,1830.1,0,0
Sugarcane,25.9,44.5,2773.79,0,0
Ragi,32.5,30.6,2992.82,0,0
Paddy,22.3,64.4,2089.55,0,0
Sugarcane,36.0,53.2,3359.1,0,1
Sugarcane,32.0,78.5,2778.55,0,0
Paddy,31.9,75.9,1987.08,0,0
Sugarcane,32.8,79.0,2188.33,0,0
Sugarcane,26.1,55.3,2551.6,0,0
Sugarcane,29.0,40.7,2439.96,0,0
Sugarcane,36.1,48.9,2962.79,0,1
Ragi,29.9,51.9,3643.03,0,0
Ragi,20.4,65.9,3518.16,1,0
Sugarcane,29.4,48.3,2228.49,0,0
Ragi,30.7,67.5,3284.28,1,0
Sugarcane,36.2,59.0,2086.77,0,1
Paddy,34.9,68.4,2171.52,0,1
Paddy,30.4,79.6,2343.85,0,0
Sugarcane,28.4,47.8,2211.2,0,0
Paddy,33.0,71.0,1993.37,0,1
Sugarcane,37.2,65.4,2582.25,0,1
Ragi,23.9,43.8,3692.73,0,0
Paddy,28.1,91.2,2295.4,2,0
Paddy,31.0,92.6,2148.12,2,0
Sugarcane,31.7,45.4,3436.9,0,0
Ragi,31.4,44.2,3733.79,0,0
Paddy,23.0,69.6,2364.88,0,0
Paddy,29.1,66.3,2121.02,0,0
Ragi,22.5,47.8,2771.94,0,0
Ragi,30.1,35.5,3793.48,0,0
Paddy,33.1,68.5,2472.44,0,1
Ragi,27.5,46.3,3738.93,0,0
Paddy,29.4,69.1,2105.9,0,0
Ragi,22.6,38.6,2516.94,0,0
Paddy,24.5,87.7,2435.53,0,0
Paddy,31.1,73.8,2467.03,0,0
Paddy,31.8,65.7,2133.83,0,0
Ragi,23.5,48.3,3515.75,0,0
Paddy,32.0,77.5,1808.47,0,0
Paddy,32.2,73.2,2186.39,0,0
Ragi,29.5,38.9,2918.17,0,0
Paddy,28.7,88.3,1977.67,2,0
Ragi,20.4,49.2,3361.16,0,0
Paddy,33.7,65.4,2493.06,0,1
Paddy,34.9,61.6,2332.71,0,1
Sugarcane,34.5,43.6,2048.93,0,1
Ragi,34.3,53.1,2964.26,0,1
Paddy,34.9,73.5,2201.69,0,1
Paddy,30.5,68.4,1934.12,0,0
Sugarcane,39.6,41.1,3259.72,0,1
Sugarcane,25.6,41.4,2262.83,0,0
Paddy,30.8,67.9,2101.97,0,0
Ragi,28.4,47.1,2924.24,0,0
Ragi,24.2,44.1,3662.32,0,0
Ragi,32.7,46.0,3492.04,0,0
Ragi,27.1,49.9,2766.08,0,0
Sugarcane,28.8,51.8,2890.7,0,0
Paddy,24.7,62.5,1848.31,0,0
Ragi,33.2,48.4,2623.57,0,1
Ragi,32.5,43.3,3401.7,0,0
Paddy,32.7,78.0,2124.31,0,0
Sugarcane,29.2,57.0,2056.36,0,0
Paddy,29.1,78.6,2213.3,0,0
Paddy,26.7,85.3,1940.39,0,0
Ragi,24.6,42.2,2799.54,0,0
Ragi,20.8,37.6,2903.11,0,0
Ragi,29.9,59.7,3602.95,0,0
Ragi,29.1,65.8,3563.43,1,0
Ragi,24.1,35.0,2938.05,0,0
Ragi,32.1,69.4,3480.52,1,0
Sugarcane,33.1,46.0,2571.03,0,1
Ragi,28.2,58.4,2717.52,0,0
Ragi,27.8,40.8,3316.96,0,0
Paddy,25.4,81.1,2007.59,0,0
Sugarcane,26.9,62.4,3171.1,0,0
Ragi,27.6,44.8,3712.8,0,0
Paddy,31.1,85.0,2123.2,2,0
Sugarcane,26.8,45.0,3275.71,0,0
Sugarcane,29.1,72.3,2292.86,0,0
Sugarcane,28.2,66.6,2235.99,0,0
Sugarcane,35.5,69.1,2843.11,0,1
Ragi,28.2,42.5,3127.25,0,0
Paddy,22.2,87.4,1887.07,0,0
Paddy,31.1,94.0,2106.36,2,0
Ragi,27.5,58.2,3194.58,0,0
Ragi,26.4,42.4,3126.94,0,0
Sugarcane,39.4,68.6,3428.7,0,1
Ragi,33.2,62.4,3380.3,0,1
Ragi,24.7,62.7,3151.97,0,0
Ragi,24.7,67.4,3605.88,1,0
Ragi,33.6,30.5,3376.23,0,1
Sugarcane,33.2,51.5,2460.16,0,1
Ragi,26.2,67.4,3059.7,1,0
Paddy,29.9,68.6,2049.1,0,0
Paddy,27.6,84.0,2032.72,0,0
Paddy,24.7,73.4,2487.43,0,0
Paddy,31.5,64.1,2346.7,0,0
Paddy,29.8,94.7,2027.68,2,0
Ragi,26.5,69.2,2587.75,1,0
Sugarcane,39.7,44.1,2821.68,0,1
Paddy,29.2,66.6,2207.53,0,0
Sugarcane,30.2,55.9,2396.41,0,0
Paddy,28.7,85.9,2241.49,2,0
Paddy,31.0,65.0,2216.75,0,0
Ragi,21.1,68.1,2886.48,1,0
Paddy,31.0,76.0,1864.47,0,0
Paddy,25.5,60.5,2475.51,0,0
Ragi,28.5,48.0,3373.67,0,0
Paddy,26.1,69.5,2218.37,0,0
Sugarcane,27.6,44.7,2673.63,0,0
Sugarcane,39.2,69.5,3324.49,0,1
Ragi,31.6,55.0,2985.62,0,0
Sugarcane,31.1,40.6,2874.39,0,0
Sugarcane,33.1,77.6,2330.73,0,1
Sugarcane,37.6,47.5,3008.69,0,1
Paddy,23.3,60.3,2103.51,0,0
Ragi,33.4,33.4,3549.35,0,1
Ragi,23.9,47.4,3440.48,0,0
Paddy,35.0,68.0,2182.81,0,1
Sugarcane,28.6,68.6,2137.09,0,0
Sugarcane,37.3,42.0,3367.28,0,1
Ragi,25.3,30.6,2600.29,0,0
Paddy,22.8,76.1,2312.91,0,0
Paddy,29.8,80.8,2060.54,0,0
Ragi,32.6,62.2,3569.88,0,0
Ragi,24.2,61.5,3016.68,0,0
Paddy,31.7,85.8,2165.01,2,0
Ragi,31.6,47.1,2768.08,0,0
Ragi,28.1,40.8,2978.98,0,0
Paddy,33.2,61.2,2351.16,0,1
Paddy,30.2,68.7,2293.82,0,0
Paddy,28.5,78.7,1901.07,0,0
Ragi,21.0,63.0,2880.1,0,0
Ragi,29.0,38.0,3267.3,0,0
Ragi,20.8,49.6,3705.24,0,0
Ragi,24.2,58.5,2514.94,0,0
Sugarcane,28.9,46.4,2240.69,0,0
Sugarcane,36.8,77.7,3120.16,1,1
Ragi,32.2,57.4,2643.56,0,0
Sugarcane,25.1,77.0,2664.96,0,0
Paddy,29.0,72.5,2047.65,0,0
Sugarcane,37.4,48.6,3213.99,0,1
Sugarcane,29.9,54.2,2758.45,0,0
Ragi,23.5,42.7,3674.63,0,0
Paddy,29.2,77.6,1935.7,0,0
Paddy,32.3,91.0,2041.35,2,0
Ragi,26.2,30.5,2884.73,0,0
Ragi,30.1,37.2,3402.13,0,0
Ragi,27.3,47.2,3462.81,0,0
Sugarcane,35.8,69.3,2772.4,0,1
Paddy,29.0,72.1,2089.94,0,0
Paddy,33.5,64.3,2244.25,0,1
Ragi,23.3,50.8,3290.08,0,0
Paddy,24.2,68.5,1987.32,0,0
Paddy,24.9,93.6,2231.41,0,0
Sugarcane,31.2,70.2,3307.2,0,0
Ragi,30.4,58.1,2723.2,0,0
Paddy,26.3,79.1,2202.79,0,0
Sugarcane,33.0,44.6,2908.46,0,0
Sugarcane,30.1,45.7,3038.11,0,0
Ragi,21.7,60.6,3382.57,0,0
Paddy,28.6,74.7,1812.69,0,0
Sugarcane,37.9,66.9,2612.18,0,1
Sugarcane,34.4,67.5,2379.91,0,1
Sugarcane,36.0,67.9,3128.96,0,1
Sugarcane,37.3,73.7,2727.64,1,1
Ragi,24.3,51.3,3163.73,0,0
Ragi,32.8,65.3,3106.2,1,0
Sugarcane,31.1,65.9,2023.26,0,0
Paddy,22.9,90.7,2072.58,0,0
Sugarcane,36.1,73.9,2818.38,1,1
Sugarcane,26.1,55.0,3205.72,0,0
Ragi,23.5,67.7,2555.69,1,0
Ragi,23.3,44.0,2984.29,0,0
Ragi,30.6,45.0,2980.33,0,0
Ragi,29.9,58.4,2510.87,0,0
Ragi,32.5,63.7,2985.21,0,0
Ragi,32.1,60.9,3212.94,0,0
Sugarcane,33.7,57.0,2822.05,0,1
Sugarcane,30.3,67.1,3137.75,0,0
Ragi,30.1,54.8,3464.93,0,0
Ragi,29.9,43.9,3007.98,0,0
Paddy,33.8,86.6,2218.01,2,1
Paddy,33.6,80.3,2242.67,0,1
Paddy,26.0,74.5,2298.94,0,0
Ragi,22.8,54.0,3619.97,0,0
Paddy,33.8,77.7,1931.54,0,1
Sugarcane,33.8,45.3,2665.79,0,1
Ragi,29.9,61.8,2853.53,0,0
Paddy,28.9,82.3,2323.76,0,0
Sugarcane,29.9,50.8,2286.39,0,0
Paddy,25.6,82.9,2376.64,0,0
Paddy,30.6,88.5,2344.62,2,0
Ragi,34.7,61.5,3505.76,0,1
Sugarcane,31.5,41.2,2389.36,0,0
Paddy,27.4,91.1,2377.03,0,0
Paddy,30.7,71.3,2428.54,0,0
Ragi,27.7,59.4,3067.35,0,0
Sugarcane,37.4,73.8,2373.51,1,1
Paddy,31.2,93.9,2378.66,2,0
Ragi,34.0,62.1,3376.54,0,1
Ragi,35.0,39.7,2552.46,0,1
Sugarcane,29.8,78.4,3337.57,0,0
Sugarcane,36.8,62.6,2469.17,0,1
Sugarcane,28.5,40.6,3146.53,0,0
Paddy,31.2,70.8,1892.85,0,0
Ragi,20.1,67.5,3039.26,1,0
Sugarcane,33.8,63.2,3486.02,0,1
Ragi,31.0,57.0,2679.97,0,0
Sugarcane,28.4,63.9,3392.27,0,0
Paddy,26.8,81.6,2243.15,0,0
Sugarcane,39.9,79.2,2974.26,1,1
Sugarcane,31.9,77.6,2756.01,0,0
Ragi,32.5,44.5,3622.73,0,0
Ragi,33.9,55.3,2570.71,0,1
Ragi,30.5,55.9,2857.87,0,0
Ragi,31.2,62.4,3037.98,0,0
Paddy,27.9,83.4,2386.16,0,0
Paddy,22.8,84.0,1817.48,0,0
Ragi,30.5,63.5,3543.65,0,0
Paddy,33.8,82.4,2467.47,0,1
Sugarcane,27.3,62.9,2415.52,0,0
Paddy,29.6,80.7,2048.45,0,0
Paddy,31.1,62.3,1961.56,0,0
Sugarcane,34.1,75.2,3324.37,0,1
Paddy,29.8,77.6,2483.33,0,0
Ragi,31.1,41.5,3543.43,0,0
Ragi,23.0,38.6,3398.58,0,0
Ragi,34.6,48.6,3601.6,0,1
Paddy,23.7,72.2,2104.78,0,0
Sugarcane,35.0,75.7,2459.08,1,1
Paddy,27.0,62.5,1947.56,0,0
Paddy,28.2,61.9,2459.67,0,0
Ragi,22.2,68.9,3487.08,1,0
Ragi,32.0,43.1,2889.2,0,0
Paddy,22.3,88.9,2055.92,0,0
Sugarcane,29.5,79.0,2255.17,0,0
Ragi,31.7,33.1,3782.75,0,0
Ragi,21.5,63.2,3418.68,0,0
Paddy,32.4,64.8,2206.49,0,0
Paddy,26.1,60.1,1921.97,0,0
Ragi,21.2,48.4,2898.4,0,0
Sugarcane,35.7,51.3,2545.71,0,1
Paddy,31.4,80.1,2267.05,0,0
Sugarcane,37.9,52.6,2807.03,0,1
Ragi,28.4,60.6,3722.54,0,0
Paddy,24.5,77.1,2319.15,0,0
Ragi,28.4,57.5,3355.51,0,0
Sugarcane,37.9,56.3,2492.35,0,1
Ragi,31.4,35.0,2755.34,0,0
Sugarcane,37.3,60.4,3104.36,0,1
Paddy,33.3,74.1,2479.16,0,1
Sugarcane,36.1,51.2,2197.48,0,1
Sugarcane,29.2,48.7,2274.26,0,0
Paddy,33.7,81.1,2203.63,0,1
Ragi,28.6,35.7,2986.91,0,0
Ragi,34.1,65.8,2938.72,1,1
Ragi,32.7,61.8,2727.66,0,0
Sugarcane,25.4,50.1,2780.11,0,0
Ragi,28.8,60.1,3310.52,0,0
Paddy,32.3,82.0,2325.19,0,0
Paddy,25.4,79.4,1939.65,0,0
Paddy,25.1,93.2,2461.27,0,0
Ragi,23.6,66.3,3108.49,1,0
Sugarcane,36.6,68.1,2922.88,0,1
Paddy,27.6,80.9,2499.69,0,0
Paddy,27.2,89.0,1919.5,0,0
